canonical_smiles,tox_binary,assay_hits,assay_tested,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,pIC50,IC50_nM,logP,qed,SAS,toxicity_class
C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,1,2,11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.833,0.0,2.6177,0.7617384584160001,2.8931198359725503,1
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1,3,9,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,0.0,2.6177,0.7617384584160001,2.8931198359725503,2
C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)COC(=O)CCC(=O)[O-])[C@@]2(C)C=CC(=O)C=C12,1,2,8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.833,0.0,2.6177,0.7617384584160001,2.8931198359725503,1
C=CCOC(=O)C(=C)C,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
OCC(Br)CBr,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
Nc1ccc(Cl)c(Cl)c1,1,1,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.417,0.0,2.6177,0.7617384584160001,2.8931198359725503,1
NCCCC(=O)O,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
Nc1ccccc1Cl,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
CCC(C)C=O,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
O=C1Cc2cc(Cl)ccc2N1,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.417,0.0,2.6177,0.7617384584160001,2.8931198359725503,1
FC(F)(F)c1ccc(Cl)cc1,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
C[Si](C)(C)Cl,1,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.417,0.0,2.6177,0.7617384584160001,2.8931198359725503,1
CCC(Cl)C(Cl)C(Cl)CC(Cl)C(Cl)C(C)Cl,1,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.417,0.0,2.6177,0.7617384584160001,2.8931198359725503,1
C=Cc1ccc(C=C)cc1,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
Nc1ccc([As](=O)(O)O)cc1,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
O=[N+]([O-])C(Cl)(Cl)Cl,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
Clc1ccc(Sc2cc(Cl)c(Cl)cc2Cl)cc1,1,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.417,0.0,2.6177,0.7617384584160001,2.8931198359725503,1
Cc1ccc(C)c2ccccc12,0,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
O=S(=O)(Oc1ccc(Cl)cc1)c1ccc(Cl)cc1,1,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.417,0.0,2.6177,0.7617384584160001,2.8931198359725503,1
Cc1nnc2n1-c1sc(CCc3ccc(CC(C)C)cc3)cc1C(c1ccccc1Cl)=NC2C,1,3,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.25,0.0,2.6177,0.7617384584160001,2.8931198359725503,2
CCC(=O)[O-].CCC(=O)[O-],0,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
COC(=O)c1cc(C(=O)OC)cc(S(=O)(=O)[O-])c1,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
O=C([O-])CCl,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
CC(C)C(OC(=O)c1ccccc1)C(C)(C)COC(=O)c1ccccc1,1,3,11,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,0.0,2.6177,0.7617384584160001,2.8931198359725503,2
OCCCO,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
O=C(CC(=O)c1ccccc1)c1ccccc1,1,5,11,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,6.083,0.0,2.6177,0.7617384584160001,2.8931198359725503,3
CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O,1,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.833,0.0,2.6177,0.7617384584160001,2.8931198359725503,1
COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,1,2,12,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.833,0.0,2.6177,0.7617384584160001,2.8931198359725503,1
CC(C)CCCCOC(=O)c1ccccc1C(=O)OCCCCC(C)C,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
Cc1ncc(CO)c(C=O)c1O,0,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
NS(=O)(=O)Cc1noc2ccccc12,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,1,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5.25,0.0,2.6177,0.7617384584160001,2.8931198359725503,2
O=C(NC(=O)c1cc(F)c(F)cc1Cl)Nc1cc(F)ccc1N1CCC(C(=O)O)CC1,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
CCOC(=O)O[C@H](C)OC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
COc1ccc(C(=O)Nc2nc3ccccc3c(NCc3ccccc3)c2C#N)cc1,1,2,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.833,0.0,2.6177,0.7617384584160001,2.8931198359725503,1
O=C(O)c1ccccc1-n1cc(C(=O)O)c(=O)c2cc(Nc3c(F)cc(F)cc3Cl)c(Cl)cc21,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
CC[C@H](NC(=O)c1cc(F)ccc1[N-]S(=O)(=O)c1cccc2cccnc12)c1ccccc1,1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.417,0.0,2.6177,0.7617384584160001,2.8931198359725503,1
NCc1cccc(C2CCN(C(=O)c3ccc(C#Cc4ccccc4F)o3)CC2)c1,1,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.417,0.0,2.6177,0.7617384584160001,2.8931198359725503,1
CCN(Cc1cccnc1)C(=O)c1cccc(Cl)c1[C@]1(C)C(=O)N(Cc2ccc(OC)cc2OC)c2ccc(Cl)cc21,1,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.833,0.0,2.6177,0.7617384584160001,2.8931198359725503,1
CC(C)(C)C(=O)CCc1ccc(Cl)cc1,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
CCCCCC(C)OC(=O)COc1ccc(Cl)c2cccnc12,1,1,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.417,0.0,2.6177,0.7617384584160001,2.8931198359725503,1
Cc1nc(C)c(Cl)c(O)c1Cl,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
CC(C)=CCCC(C)CC=O,0,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
O=c1oc2ccccc2c(O)c1C1CCCc2ccccc21,1,2,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.833,0.0,2.6177,0.7617384584160001,2.8931198359725503,1
COCC(C)OC(C)=O,1,2,8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.833,0.0,2.6177,0.7617384584160001,2.8931198359725503,1
Cc1cc(C)cc(C)c1,1,1,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.417,0.0,2.6177,0.7617384584160001,2.8931198359725503,1
Cc1cccc(N)c1,1,1,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.417,0.0,2.6177,0.7617384584160001,2.8931198359725503,1
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1,1,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.417,0.0,2.6177,0.7617384584160001,2.8931198359725503,1
Clc1nc(Cl)nc(Cl)n1,0,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
CC(C)Cc1ccc(CC(=O)O)cc1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC,1,5,9,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.083,0.0,2.6177,0.7617384584160001,2.8931198359725503,3
C[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3C[C@@H](O)[C@]3(C)[C@@H](C5=CC(=O)OC5)CC[C@]43O)C2)C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.417,0.0,2.6177,0.7617384584160001,2.8931198359725503,1
CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,1,3,12,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,0.0,2.6177,0.7617384584160001,2.8931198359725503,2
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
CCCCCCCCCCCCCCCCCCCCCC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,1,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.417,0.0,2.6177,0.7617384584160001,2.8931198359725503,1
O=C(O)CCn1c2c(c3ccccc31)C[C@H](NS(=O)(=O)c1ccc(F)cc1)CC2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
COc1ccc2[nH]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2n1,1,2,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.833,0.0,2.6177,0.7617384584160001,2.8931198359725503,1
COc1cc(C)c(Cc2cnc(N)nc2N)cc1OC,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
Oc1ccc(C(O)CNCCCCCCNCC(O)c2ccc(O)c(O)c2)cc1O,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2C[C@H](C)C[C@H](C)C2)C[C@@H](C)C(=O)C=CC(C)=C[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
O=C([O-])[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
CCC1CCC(=O)O1,1,1,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.417,0.0,2.6177,0.7617384584160001,2.8931198359725503,1
C=CC(C)(CCC=C(C)C)OC(=O)C=Cc1ccccc1,1,2,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.833,0.0,2.6177,0.7617384584160001,2.8931198359725503,1
C/C=C/C(=O)Oc1c(CCCCCC(C)C)cc([N+](=O)[O-])cc1[N+](=O)[O-],1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.417,0.0,2.6177,0.7617384584160001,2.8931198359725503,1
O=C(O)CCCCCCCCCC(=O)O,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,0,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,1,1,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.417,0.0,2.6177,0.7617384584160001,2.8931198359725503,1
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,1,2,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.833,0.0,2.6177,0.7617384584160001,2.8931198359725503,1
COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,1,5,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,6.083,0.0,2.6177,0.7617384584160001,2.8931198359725503,3
C[C@@H]1[C@H](O)[C@@H](C)C=CC=CCCC=CC=CC=CC=C[C@H](O[C@H]2O[C@@H](C)[C@H](O)[C@@H](N)[C@H]2O)CC2O[C@](O)(C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
OCCSc1ccccc1,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc(O)cc2C1=O,1,5,8,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6.083,0.0,2.6177,0.7617384584160001,2.8931198359725503,3
O=C1Cc2ccccc2N1c1c(Cl)cccc1Cl,1,3,10,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.25,0.0,2.6177,0.7617384584160001,2.8931198359725503,2
CCCCCSCCCCC,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
C=CC(=O)OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,1,3,4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5.25,0.0,2.6177,0.7617384584160001,2.8931198359725503,2
CSc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
CC(S)C(C)S,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
O=C(Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1,1,2,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.833,0.0,2.6177,0.7617384584160001,2.8931198359725503,1
CCCC(Cn1cncn1)c1ccc(Cl)cc1Cl,1,2,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.833,0.0,2.6177,0.7617384584160001,2.8931198359725503,1
CC(=O)c1ccc[nH]1,0,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
CC(=O)c1cnccn1,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
CCCCCC/C=C/C=O,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
COC(=O)c1ccccc1OC,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
CCc1ccc(C=O)cc1,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
CC(C)(C)C1CCCCC1=O,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
CCOP(=S)(OCC)SCSc1cc(Cl)ccc1Cl,0,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
CCCC(=O)OC,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
CC(CN(CCN(CC(C)OCCO)CC(C)OCCO)CC(C)OCCO)OCCO,1,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.417,0.0,2.6177,0.7617384584160001,2.8931198359725503,1
CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.417,0.0,2.6177,0.7617384584160001,2.8931198359725503,1
CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
CO.COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.833,0.0,2.6177,0.7617384584160001,2.8931198359725503,1
COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@@H]2CCCN(Cc3ccccc3)C2)[C@@H]1c1cccc([N+](=O)[O-])c1,1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.417,0.0,2.6177,0.7617384584160001,2.8931198359725503,1
COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
CC(=O)Nc1ccc(S(=O)(=O)Nc2cc(C)on2)cc1,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
C[C@@H](O[C@H]1OCCN(CC2=NC(=O)N=N2)[C@H]1C1CCC(F)CC1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
NC(=O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,0,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
CCNc1nc(Cl)nc(NCC)n1,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6177,0.7617384584160001,2.8931198359725503,0
CCN(CC)CCOc1ccc(-c2nc3cc(Cl)ccc3s2)cc1,1,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.417,0.0,2.6177,0.7617384584160001,2.8931198359725503,1
